รหัส,ชื่อหมู่บ้าน,หมู่,ชื่อตำบล,ชื่ออำเภอ,จังหวัด,ประชากร
30020417,มาบกราด,17,โคกกระชาย,ครบุรี,นครราชสีมา,623
30020418,หนองสาระเสร็จ,18,โคกกระชาย,ครบุรี,นครราชสีมา,416
30020419,หนองสาระเสร็จ,19,โคกกระชาย,ครบุรี,นครราชสีมา,575
30020420,หนองโบสถ์พัฒนา,20,โคกกระชาย,ครบุรี,นครราชสีมา,684
30020421,ใหม่โคกใบบัว,21,โคกกระชาย,ครบุรี,นครราชสีมา,567
30020422,มาบกราดพัฒนา,22,โคกกระชาย,ครบุรี,นครราชสีมา,575
30020423,มาบกราดพัฒนา,23,โคกกระชาย,ครบุรี,นครราชสีมา,440
30020424,ใหม่หนองกระโดน,24,โคกกระชาย,ครบุรี,นครราชสีมา,322
30020501,จระเข้หิน,1,จระเข้หิน,ครบุรี,นครราชสีมา,150
30020502,จระเข้หิน,2,จระเข้หิน,ครบุรี,นครราชสีมา,62
30020503,จระเข้หิน,3,จระเข้หิน,ครบุรี,นครราชสีมา,109
30020504,ไผ่,4,จระเข้หิน,ครบุรี,นครราชสีมา,89
30020505,ตลิ่งชัน,5,จระเข้หิน,ครบุรี,นครราชสีมา,426
30020506,ไผ่,6,จระเข้หิน,ครบุรี,นครราชสีมา,46
30020507,มูลบน,7,จระเข้หิน,ครบุรี,นครราชสีมา,292
30020508,จระเข้หิน,8,จระเข้หิน,ครบุรี,นครราชสีมา,39
30020509,ตลิ่งชัน,9,จระเข้หิน,ครบุรี,นครราชสีมา,538
30020510,ตลิ่งชัน,10,จระเข้หิน,ครบุรี,นครราชสีมา,368
30020511,ใหม่จอมทอง,11,จระเข้หิน,ครบุรี,นครราชสีมา,345
30020512,ใหม่มูลบน,12,จระเข้หิน,ครบุรี,นครราชสีมา,220
30020513,สระหลวง,13,จระเข้หิน,ครบุรี,นครราชสีมา,737
30020551,จระเข้หิน,1,จระเข้หิน,ครบุรี,นครราชสีมา,1612
30020552,จระเข้หิน,2,จระเข้หิน,ครบุรี,นครราชสีมา,893
30020553,จระเข้หิน,3,จระเข้หิน,ครบุรี,นครราชสีมา,806
30020554,ไผ่,4,จระเข้หิน,ครบุรี,นครราชสีมา,507
30020556,ไผ่,6,จระเข้หิน,ครบุรี,นครราชสีมา,1250
30020558,จระเข้หิน,8,จระเข้หิน,ครบุรี,นครราชสีมา,1173
30020601,บุมะค่า,1,มาบตะโกเอน,ครบุรี,นครราชสีมา,359
30020602,มาบตะโกเอน,2,มาบตะโกเอน,ครบุรี,นครราชสีมา,1031
30020603,โคกสะอาด,3,มาบตะโกเอน,ครบุรี,นครราชสีมา,245
30020604,บุยายแลบ,4,มาบตะโกเอน,ครบุรี,นครราชสีมา,511
30020605,หนองสองห้อง,5,มาบตะโกเอน,ครบุรี,นครราชสีมา,664
30020606,ประดู่งาม,6,มาบตะโกเอน,ครบุรี,นครราชสีมา,392
30020607,ดงดินแดง,7,มาบตะโกเอน,ครบุรี,นครราชสีมา,411
